Şəhər,Market,Marka,Model,Buraxılış ili,Ban növü,Rəng,Fuel_type,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,New,Seats,Sahiblər,Vəziyyəti,Seller,Seller comment,Price,ImageUrl
Şirvan,,Volvo,FH 13,2011,Dartqı,Qara,,13 L/460 a.g./Dizel,1 018 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Mahir,"Maşın ideal vəziyətdədir, priçep Schimdt 2008 ilidi.Maşının rotardrer var,distansior xetden sağa sola cixarken siqnali, tehlukeslik siqnali",70 000 AZN,https://turbo.azstatic.com/uploads/full/2023%2F11%2F05%2F16%2F19%2F58%2F246e6e9c-8d3e-4007-9cdc-f45c09254e81%2F3786_32iw6gOwjTlkLjgdfswwyg.jpg
Bakı,,BMW,528,2014,Sedan,Boz,,2.0 L/245 a.g./Benzin,265 075 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",Elcin,Senet M5 .YAZILIV .QATALZATIR USDUDEDI....teze teker qoyluv . Ölkeye yeni geliv.iki aydi WBA5A5C53ED511657,36 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F01%2F17%2F05%2F54%2F927ba84f-be25-4ae7-af05-a46679b50e3c%2F3731_09XNfdgGkpTkhjzIMeUV-A.jpg
Bakı,,Baic,X55,2021,Offroader / SUV,Göy,,1.5 L/188 a.g./Benzin,90 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Sahib,"Rəsmi servizdən alınıb.
Əla vəziyyətdədir.
Heç bir problemi yoxdur.
Serviz qarantiyası
Kasko sğortası.
Çox səliqəli baxılıb, içi çölü altı üstü əla vəziyyətdədir.",27 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F29%2F16%2F00%2F38%2F2561bdd9-a6b9-43a8-a618-5fe51745f684%2F3774_eQ4xvXK0YBI8qqwoevHksA.jpg
Bakı,HH Avto,Porsche,Macan S,2015,Offroader / SUV,Ağ,,3.0 L/360 a.g./Benzin,98 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"AVTOMOBİL HAZR KREDİTDƏDİR.
Resmi dillerdən alınıb.
BEZKRASKADIR.
İlkin ödəniş 16500 MANAT.",34 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F13%2F15%2F58%2F9ebe3b12-91f6-4b5e-bc49-62fe4b59851d%2F84984_NHt_mG_10W0e7kSopSDyFg.jpg
Bakı,,Mercedes,Vito 111,2009,Minivan,Ağ,,2.2 L/109 a.g./Dizel,219 160 km,Mexaniki,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",Orxan,"Masin Almanyadan 🇩🇪 surerek ozum getirmisem.
Mersedes vito 111 gomruk olunub texosmotur sgorta texniki baxisdan kecib.mator karipka xadavoy alti usti idealdir pasdan curukden vuruqdan sohbet gede bilmez.tekerler tezedir.
Zavod Kondicsioner 100000 % Arijinal prabeg.Mersedes vito 111 ( LONGE ) yrni uzun versiya .Mator en yaxsi mator ( 646 ) 111 matordur.Demek olar ( BEZ KRASKA ) dir.Sernisine yigilmaga ideal variantdir.Demek olarkide hazirdir. ( SUSELER ) qoyulub ( TEXPASPORT ) deisib ( 7+ 1 ) yazilib.
Istenilen servisde istenilen ustada yoxlatdirmaq mumkundur.",22 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F10%2F11%2F38%2F45%2Fd750bed0-70ef-4e70-acea-cf97377806f4%2F56337_S0HxEQCMk_pllhNd7zuVgw.jpg
Bakı,,SEAT,Ibiza,2014,Hetçbek,Qara,,1.6 L/105 a.g./Benzin,107 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",samir,"salam masin olduqca ideal veziyyetdedir hecbir prablemi yoxdur deisilen detal renglenen detal yoxdur 4 teze teker sepli mator, benzin serfiyati cox ekanimdur 5,5 6litr weher ici yandirir xais olunur alverciler qeti narahat etmesin qiymetde cuzi endirim olacaq (cox yox)",14 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F10%2F01%2F03%2Fe1c447f5-e280-48e8-9cd7-d022c94e89e0%2F88091_FaBTq7p5wA6FSxS2bbtJpw.jpg
Bakı,GAZ Distribütor,GAZ,C41R13,2021,Yük maşını,Ağ,,4.4 L/170 a.g./Dizel,0 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",,"Qazon Next 4x2 modelini nəğd və sərfəli lizinq şərtləri ilə satış mərkəzimizdən əldə edə bilərsininiz.
Zəmanət müddəti: 3 il və ya 150.000 km (hansı tez bitərsə)
Sərnişin tutumu: 2+1
Təkər formulu: 4x2 arxa
Yük götürmə qabilliyyəti: 5000 kq
Uzunluq: 6475 mm
Eni: 2755 mm
Hündürlük: 2400 mm
Bortun uzunluğu: 3000 mm
Bortun eni 2290 mm
Tam çəki: 8700 kq
Təchiz edilmiş çəki: 2040 kq
Ön oxa düşən çəki: 2650 kq
Arxa oxa düşən çəki: 6600 kq
Təkər bazası: 4515 mm
Təkər izi ön: 1740 mm
Təkər izi arxa: 1690 mm
Klirens: 253 mm
Mühərrik növü: AMZ-534
Yanacaq növü: Dizel
Emissiya standartı: AVRO V
Transmissiya növü: 5 pilləli mexaniki ötürücü
Mühərrik: 4400 m3
Maksimum at gücü: 170 a.g / 2300 RPM
Maksimum dartqı qüvvəsi: 662 / 1600 RPM
Ötürücü: Arxa
Maksimum sürət: 110 km/saat
Təkər / Şin (ölçüləri): 245/70/R19.5
Yanacaq çəni: 70 litr
Orta yanacaq sərfiyyatı: 14.3 litr/100km
Kruiz control
Mərkəzi kilid
12V rozetka
Duman əleyhinə faralar
Ön qapı elektrikli şüşə qaldırıcısı
Yol komputeri
Salon isitmə və soyutma sistemi
Lizinq şərtləri!
İlkin ödəniş:13700 AZN
60 AY - 1479 AZN
48 AY - 1711 AZN
36 AY - 2106 AZN
24 AY - 2908 AZN
12 AY - 5340 AZN
İcbari siğorta ilkin ödənişə daxil deyil.",68 500 AZN,https://turbo.azstatic.com/uploads/full/2021%2F03%2F17%2F16%2F08%2F32%2F419890e5-cfe7-4625-8d58-9029bedb2579%2F66069_EyK52SIkqjtKu0vZ2enSBQ.jpg
Şəmkir,,LADA (VAZ),2107,2007,Sedan,Ağ,,1.6 L/75 a.g./Benzin,89 000 km,Mexaniki,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Elmin,Müeyyen yerlerinde cürüklər var qiymətdə razılaşmaq olarr,5 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F13%2F02%2F15%2F3da2344c-5451-448e-8783-3a72219efe90%2F25222_-O1RCY5cSWyLIbUlYTDDng.jpg
Bakı,Boss Cars,Nissan,Note,2015,Hetçbek,Qəhvəyi,,1.2 L/98 a.g./Benzin,58 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",,,15 600 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F22%2F51%2F48%2F90c477cc-1133-401b-a19a-e09909c16b64%2F3725_sbJdr1QatBmxKbwL-47cUg.jpg
Bakı,,BMW,525,2010,Sedan,Ağ,,2.5 L/218 a.g./Benzin,209 179 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",Ehtiram,"Ideal veziyyetdedi
SERViS masinidi
92 benzinle rahat isleyir
Sade matordu N52",18 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F10%2F48%2F07%2F53317f8f-711c-4ee8-bfae-cfc220a6c4bd%2F25245_Bz0nuhn_bXlWLsk66r1Shg.jpg
Sumqayıt,TT 064 Cars,Mitsubishi,Outlander,2016,Offroader / SUV,Qara,,2.4 L/170 a.g./Benzin,142 339 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"AvtomobiL birinci sahibinden satıLır.2017 ci iLde servizden aLınıb bir kreLi cızaqa göre reng deyim avtomobiL yenisinden seçiLmir. K R E D I T # L İ Z İ N Q #B A R T E R MÜMKÜNDÜR!!
Kredit müddeti:12,24,36 ay AZN-le.Kreditle avtomobil alan müsterilere serfeli kredit ve 1saat ezrinde resmilesdirme ile avtomobili tehvil verilir.
--------------‐----------------------
‐‐------------------------
Avtomobil saz veziyyetdedir.
Heç bir xerc teleb etmir.
Udar,vuruq,deyisen detal yoxdur.
Maşının texniki ve elektronik hec bir problemi yoxdur.
Bütün rasxodnikler yenilenib.
Bütün funksiyalar işlekdir.
________________________________________#__
Her növ avtomobil çeşidi ile,keyfiyyet ve rahat resmilesdirme!Bütün növ avtomobillerin alışı,satışı ve barteri mümkündür.Əlavə məlumat üçün buyurub ""AVTOSALON TT-064 CARSA bilersiniz.Heftenin bütün günleri saat 09:00 dan 20:00 a qeder fealiyyet gösteririk.",35 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F19%2F42%2F06%2F30383e73-5113-42cd-aa86-615543607727%2F3709_T2-ZDEV14EqtY6DvaMst-Q.jpg
Bakı,"Avtosalon ""999""",BMW,X7,2021,Offroader / SUV,Qara,,3.0 L/340 a.g./Benzin,26 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"KREDİT:
İlkin ödəniş: -30%
İllik faiz: 18-19% (manatla, azalan faiz (annuitet), dollara bağlılıq yoxdur)
Müddət: 36 ayp
********************
LİZİNG:
İlkin ödəniş: 30%
İllik faiz: 20-22% (manatla, azalan faiz (annuitet), dollara bağlılıq yoxdur)
Müddət: 36 ay
********************",105 999 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F18%2F17%2F20%2F09%2F19a7aebd-c186-4853-813b-920926eeee23%2F97914_ins2scLiPO5idBUCSO68Iw.jpg
Bakı,Mazda Azerbaijan,Mazda,CX-5,2023,Offroader / SUV,Yaş Asfalt,,2.0 L/150 a.g./Benzin,0 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Mazda avtomobillərinin 3 il və ya 100000km zəmanət dövründə, bütün servis xidmətləri ( pulsuz servis xidməti ) HƏDİYYƏ OLUNUR.
Mazda avtomobillərinin 3 il və ya 100000km zəmanət dövründə, bütün servis xidmətləri ( pulsuz servis xidməti ) HƏDİYYƏ OLUNUR.
2.0 Core
6-pilləli avtomat (Tiptropnik) Sport rejim
• Təhlükəsizlik
ABS / EBD / EBA / TCS / DSC
Electric Parking Brake
Smart City Break Support
Təkərlərin təziqin qöstrəcisi TPMS
Ön və yan təhlükəsizlik yastığları
Pərdə tipli təhlükəsizlik yastığları
İmmobilayzer və siqnalizasiya
Passive Collision Signal: Hazard + Brake
• Interyer Komfort
Dəri örtüklü multi funksional sükan
Mazda Connect Sistemli rəngli displey
Bluetooth/ HFT
Audio AM/FM, 1CD+Display+səs gücləndirici
USB/AUX – çıxış
HMI Commander
2-zonalı klimat kontrol
Kruiz kontrol
İntelligent key sistem (Açarsız daxilolma və işəsalma)
Ön oturacaqların qızdırılması
Antiblik salon güzgüsü
Yagış və İşıq sensoru
• Eksteryer
Elektriklə tənzimlənən arxa baqaj qapısı
Yan güzgülərin elektrik tənzimlənməsi və qatlanması
LED faralar (avtomatik tənzimlənən)
Fara yuyucuları
LED duman əleyhinə faralar
Qabaq və arxa parkinq sensoru
Arxa görüntü kamerası
Yüngül lehimli disklər 19",32 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F05%2F04%2F11%2F34%2F50%2Fcc9eb5d1-eb96-4edf-8fd2-f3b987c191ec%2F86697_WX9YcKlUxw78IIKhnhkmMA.jpg
Bakı,OnBrend Cars,Toyota,Prado,2010,Offroader / SUV,Ağ,,2.7 L/167 a.g./Benzin,73 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"FULL komplektasiya.
Orijinal probeq.
Maşın tam ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir. Təkərlər təzədir.
İstənilən yerdə yoxlada bilərsiniz.
Barter mümkündür.",47 000 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F01%2F17%2F08%2F42%2F1ddfa1b8-f679-40e5-b5b9-8e69684dcefd%2F3683_nCQAejXB3wwaHu-uw2SYsA.jpg
Bakı,Mazda Azerbaijan,Mazda,CX-30,2023,Offroader / SUV,Boz,,2.0 L/150 a.g./Benzin,0 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",,"Mazda avtomobillərinin 3 il və ya 100000km zəmanət dövründə, bütün servis xidmətləri ( pulsuz servis xidməti ) HƏDİYYƏ OLUNUR.
• 6-pilləli avtomat (Tiptropnik)
• İdman rejimi
• Təhlükəsizlik
• ABS / EBD / EBA / TCS / DSC
• I-Stop sistemi
• Electric Parking Brake
• Təkərlərin təziqin qöstrəcisi TPMS
• Ön və yan təhlükəsizlik yastığları
• Pərdə tipli təhlükəsizlik yastığları
• Sürücü diz təhlükəsizlik yastığı
• İmmobilayzer
• Passive Collision Signal: Hazard + Brake
• Driver_Attention_Alert
• Blind Spot Monitoring w/RCTA
• Interyer Komfort
• Dəri örtüklü multi funksional sükan
• HUD (Head Up Display)
• Bluetooth/ HFT
• BOSE Audio AM/FM+Display+səs gücləndirici
• Carplay/Android Auto
• USB/AUX – çıxış
• 2-zonalı klimat kontrol
• MRCC (Mazda Radar Cruise Control）
• Açarsız daxilolma və işəsalma
• Dəri oturacaqlar
• Ön oturacaqların qızdırılması
• Sürücü oturacağın elektrikli tənzimlənməsi
• Sürücü oturacağının yaddaş paketi
• Antiblik salon güzgüsü
• Yagış və İşıq sensoru
• Eksteryer
• Elektriklə tənzimlənən arxa baqaj qapısı
• Yan güzgülərin elektrik tənzimlənməsi, qatlanması, qızdırılması və yaddaş paketi
• LED gündüz işıqları
• LED faralar (avtomatik tənzimlənən)
• Fara yuyucuları
• Duman əleyhinə faralar
• Ön və arxa parkinq sensoru
• Arxa kamera
• Yüngül lehimli disklər",34 500 USD,https://turbo.azstatic.com/uploads/full/2023%2F10%2F16%2F16%2F25%2F58%2F2f2d4c0b-46b7-4032-a601-fe708e741a6f%2F91815_vVeYKWRhjdm1bYVaD_l5qA.jpg
Bakı,,Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,,4.0 L/282 a.g./Benzin,30 000 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"Idialdir!
masin surulmuyub 30.000 gedib
kim isteyir yeride baxa biler",45 000 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F13%2F20%2F56%2F13%2Fe4a0fd3b-8105-4e56-b77b-41e58eecac0c%2F25250_uLn9P7lr6Mj4o6e3OoEjog.jpg
Bakı,,Kia,Sorento,2016,Offroader / SUV,Gümüşü,,2.0 L/272 a.g./Benzin,79 800 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Elmir,"KIA SORENTO 2.0 SX. Самая полная и топовая комплектация. Kуплен в 05/2016 году. Первый и единственный владелец автомобиль хранился исключительно в гараже.
Фары от 2018 модели Би Ксеноны.
Подножка заводская.
Двигатель 2,0 турбированный. Разгон до 100 км/ч за 7,8 секунд 262 лошадиных сил. Датчики давления шин. Хромированная насадка глушителя. Элэктропривод передних сидений. Подогрев всех сидений.",34 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F26%2F14%2F09%2F09%2F07ca85ff-6fa5-4d8a-b20f-f3a7aac41c7e%2F3680_9sSMIay_I0frS0wCIJfLeA.jpg
Bakı,,Toyota,Camry,2021,Sedan,Qara,,2.5 L/200 a.g./Benzin,24 000 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Kənan,"Toyota Absheron merkezinden alinib
En maksimal komlepktasiya
Bez kraska, buferinde bele reng yoxdu
Aile/mudir surucusunun istifadesinde olan xidmeti avtomobillerden deyil.
Seliqeli surulub
Barter olunmur",41 000 USD,https://turbo.azstatic.com/uploads/full/2024%2F01%2F18%2F15%2F35%2F11%2Fab6ffdde-e4da-4710-9411-19fe76fc3a50%2F3816_tzGxvrYTxwwdrge8CS9Sdg.jpg
Bakı,,BMW,528,2016,Sedan,Ağ,,2.0 L/245 a.g./Benzin,130 000 km,Avtomat,Arxa,,,2,"Vuruğu yoxdur, rənglənməyib",Anar,"Orjinal Katalizatorları üstündədir...Maşın tam ideal vəziyyətdədir..birka 2016/6 aydır...adaptiv xnenon faralar...M5 rul orjinal.Evropeyka pribor. Benson antibilik potpress R19 M5 diskilər orjinal, yeni təkərlər ...Abisofqa M5 qoyulub. Sığorta və texasmotor yeni dəyişilib...Orjinal yürüşdür..yağı və bütün filtirləri yeni dəyişdirilib..X drive deyil arxa çəkəndir...xahiş edirəm X-drive suda qalmış F10 ilə müqayisə etməyin...NÖMRƏSİZ SATILIR",36 400 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F17%2F01%2F21%2Fd54fc7d9-c3f6-4b92-96e6-10df9c935b75%2F3791__ycqE7NKRY0-IzB4PpZ-bg.jpg
,,,,,,,,,,,,,,,,Vahid,"Avtomobil yeni gəlib. Tam ideal vəziyyətdə. Hec bir nasazliqi yoxdur. Suda qalan avtomobil deyil. Airbaq açılmayıb. Alıcı istədiyi yerde yoxlaya bilər. Arxa kamera , start-stop , keyles-go açarsız daxil olma. Sadə econom sepli mühhərik. Yeni avtomobildən qətiyyən seçilmir.",25 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F11%2F01%2F54%2F52%2Ff68fd5de-fb7d-4fd0-88b5-56c56127083b%2F3677_u0gDlR9P_UpkPXxIdh14dA.jpg
Bakı,,BMW,328,2013,Sedan,Boz,,2.0 L/245 a.g./Benzin,135 000 km,Avtomat,Arxa,,,,"Vuruğu yoxdur, rənglənməyib",Rəşad,BMW 328 Zavod M Tech! Avtomobil əla vəziyyətdədir. Heç bir problemi yoxdur. Vuruğu yoxdur. Rənglənməyib. Zədəsi olmayıb. Avtomobilə qiymətindən əlavə 20000 manatdan çox pul qoyulub. Zavod M Sükan. Head up. Sükanda Xətt tanıma titrəyiş. Original M qazan sertifikatlı iprotex tərəfindən verilib. Original Coilover. Original Sport yaylar. Qabaq original lazer faralar. Arxa original stoplar. Original M qırmızı salon. Original Benson alın şüşəsi. Güzgülərdə original carbon qapaqlar. R19 Original Vossen disk və yeni kimi təkərlər. Harman Kardon Səs sistemi və arxa dikdə pişalkalar. Hava sistemi. Bir sözlə avtomobilə vizual baxış lazımdır. BMW dən anlayışı olanlar baxanda biləcəklər avtomobilin üzərində necə əziyyət çəkilib. Barter mümkündür dəyərindən ucuz avtomobil ilə pul lazımdır deyə.,22 700 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F34%2F11%2Fc0f49191-76f6-4f05-966e-5a315b588f6c%2F3714_YE3NGwUxUkb14dT0hgHu9w.jpg
Bakı,,Hyundai,Grandeur,2013,Sedan,Qara,,2.4 L/180 a.g./Benzin,56 750 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",Anar,"Salam Avtomobilin ilk sahibiyik , servis kitabçası mövcuddur.Rəng dəyən yeri yoxdur Avtomobil yenidən fərq etmir",32 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F02%2F14%2F26%2F53%2F34074bc4-abf7-40ae-aa39-5b64bbf16715%2F25251_dZdkvuWZbZZgj4ezfLaZLQ.jpg
Bakı,,Toyota,Prius,2008,Liftbek,Yaşıl,,1.5 L/76 a.g./Hibrid,137 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Bəhram,"2021-ci ilin mayn ayında Amerikadan özüm gətirdiyim maşındır, Amerikadan aldığım vəziyyətin şəkillərini aşağıdakı linkdə baxa bilərsiz.
2008-ci ildən bəri yalnız bir sahibi olub və çox yaxşı saxlanılıb. Bakıya gələndə 118.000 mil gedib, indi isə 137.000 mil-dir. Heç vaxt taksi üçün sürülməyib. 3 ildə cəmi 19000 mil sürülüb. Masinin vəziyyətini sürdüyünüz zaman hiss edəcəksiniz. Kilometraj geri CEKILMEYIB.
Üzərində hələ də ORİJİNAL KATALİZATORU var. Maşının yağını TOYOTA SERVİS-də dəyişdirmişəm. Bakıya gəldikdən sonra yalnız arxa bamperini təmir etdirmişəm, başqa heç bir işi görülməyib. Premium modelidir. VİN kodu təqdim edirəm, maraqlanan şəxslər keçmiş tarixçəsi ilə maraqlana bilər. Priusun həmin il üçün ən yuxarı modelidir, Açarsız qapıların açılması, 7 düymə JBL və s.",17 500 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F29%2F22%2F53%2F35%2Fa64deccd-8820-4a46-a603-20d160ab8b08%2F58513_Nj6gXUeg5IHvzgZ7rt6tOw.jpg
Bakı,,BMW,525,2010,Sedan,Ağ,,2.5 L/218 a.g./Benzin,209 179 km,Avtomat,Tam,,,0,"Vuruğu yoxdur, rənglənməyib",Ehtiram,"Ideal veziyyetdedi
SERViS masinidi
92 benzinle rahat isleyir
Sade matordu N52",18 500 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F09%2F10%2F48%2F07%2F53317f8f-711c-4ee8-bfae-cfc220a6c4bd%2F25245_Bz0nuhn_bXlWLsk66r1Shg.jpg
Sumqayıt,TT 064 Cars,Mitsubishi,Outlander,2016,Offroader / SUV,Qara,,2.4 L/170 a.g./Benzin,142 339 km,Avtomat,Tam,,,1,"Vuruğu yoxdur, rənglənməyib",,"AvtomobiL birinci sahibinden satıLır.2017 ci iLde servizden aLınıb bir kreLi cızaqa göre reng deyim avtomobiL yenisinden seçiLmir. K R E D I T # L İ Z İ N Q #B A R T E R MÜMKÜNDÜR!!
Kredit müddeti:12,24,36 ay AZN-le.Kreditle avtomobil alan müsterilere serfeli kredit ve 1saat ezrinde resmilesdirme ile avtomobili tehvil verilir.
--------------‐----------------------
‐‐------------------------
Avtomobil saz veziyyetdedir.
Heç bir xerc teleb etmir.
Udar,vuruq,deyisen detal yoxdur.
Maşının texniki ve elektronik hec bir problemi yoxdur.
Bütün rasxodnikler yenilenib.
Bütün funksiyalar işlekdir.
________________________________________#__
Her növ avtomobil çeşidi ile,keyfiyyet ve rahat resmilesdirme!Bütün növ avtomobillerin alışı,satışı ve barteri mümkündür.Əlavə məlumat üçün buyurub ""AVTOSALON TT-064 CARSA bilersiniz.Heftenin bütün günleri saat 09:00 dan 20:00 a qeder fealiyyet gösteririk.",35 900 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F08%2F19%2F42%2F06%2F30383e73-5113-42cd-aa86-615543607727%2F3709_T2-ZDEV14EqtY6DvaMst-Q.jpg
Bakı,,Kia,Rio,2008,Hetçbek,Qara,,1.4 L/97 a.g./Benzin,242 000 km,Avtomat,Ön,,,,"Vuruğu yoxdur, rənglənməyib",Amin,maşınım xadavoyu .karofqası matoru süperdir heç bir problemi yoxdur otur sür tekerleri tezedir mator karofqa yağı teze deyişib.udar qəti yoxdur.sadece kosmetikaya ehtiyacı var.harda isteseniz yoxladıra bilersiz.maşlna baxdıqdan sonra endirim olacaq.kireditde mümkündür,11 600 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F02%2F18%2F39%2F23%2Fba0f7e5e-6d8f-4413-a2c8-9108d4512b15%2F88061_lfKpV56ydiT7MzUtWn5YLQ.jpg
Bakı,Stock Cars,Toyota,Prius C,2016,Hetçbek,Ağ,,1.5 L/73 a.g./Hibrid,27 474 km,Avtomat,Ön,,,1,"Vuruğu yoxdur, rənglənməyib",,"Güzgülərin elektronik idarə olunması və qatlanması
Şüşələrin elektronik idarə olunması
Android Monitor
Salonumuzda satışda olan Yaponiyadan yeni gəlmiş və Bakıda sürülməmiş olan bir çox avtomobil modellərini minimal ilkin ödəniş və münasib aylıq ödənişlə əldə edə bilərsiniz.
Minimum ilkin ödəniş 4500 Azn’dən başlayan qiymətlərlə, 12 aydan - 48 aya qədər (kasko sığorta və bank xərcləri daxil, illik 14% olmaqla) kredit şərtlərindən yararlana bilərsiniz. Bakı və Rayon qeydiyyatında olan şəxslərə şəxsiyyət vəsiqəsi, VÖEN və sürücülük vəsiqəsi olmaq şərti ilə ən qısa müddətdə sənədləşmə olunur.",17 900 AZN,https://turbo.azstatic.com/uploads/full/2023%2F12%2F21%2F11%2F25%2F20%2Fe254d0c0-6c41-4180-a98f-86cd242c14b9%2F3629_cE4fYTDfPz4-3JOic3Mxqw.jpg
Bakı,,Opel,Astra,1999,Hetçbek,Göy,,1.8 L/75 a.g./Benzin,220 000 km,Avtomat,Ön,,,2,"Vuruğu yoxdur, rənglənməyib",Nicat,Salam masin bezkraskadi vurugu udari yoxdu ko disaner pec isdeyir motorda yag azlma yoxdu krobka ideal pul lazum oldugu ucun tecili satilir,8 800 AZN,https://turbo.azstatic.com/uploads/full/2024%2F02%2F13%2F12%2F48%2F57%2Fdc1faf0a-60ce-4845-a531-722e5affe63b%2F3695_Jb_VSFvQZlv7qyqfeCrMKQ.jpg
Bakı,,BMW,320,1998,Sedan,Göy,,2.0 L/156 a.g./Benzin,297 000 km,Avtomat,Arxa,,,0,"Vuruğu yoxdur, rənglənməyib",Ramin,Masin m yuqlib dam qara texpaspirta qeyd olnub matoru karofkasi idal tekerleri tezedi yaq teze deysib kasmetkasi superdi ehmdlde baxmaq olar masin m52 sep motordu. BBS diskler,8 300 AZN,https://turbo.azstatic.com/uploads/full/2024%2F01%2F30%2F20%2F27%2F31%2F43d7b5ad-b77e-46f6-b59a-61472d3db8e5%2F3720_QSYpHc1rKemQqNB_f1082A.jpg
Bakı,,BMW,528,2014,Sedan,Boz,,2.0 L/245 a.g./Benzin,180 000 km,Avtomat,Arxa,,,1,"Vuruğu yoxdur, rənglənməyib",Tamerlan,"Amerikadan ozum ucun getirmisem ilk sahibiyem, Masin tam ideal veziyetdedir 2014 restyling modeldir, hec bir problemi yoxdur harda isteseniz yoxlatdira bilersiniz,4 yeni teker alinib,orjinal adaptiv faralar,qaraj seraitinde saxlanilib temiz F10 almaq isdeyenler elaqe saxlasin ALVERCILER NARAHAT ELEMESIN!
KREDITLEDE ALMAQA KOMEKLIK ELE BILEREM
PROBEQ 180 KM ILE QEYD OLUNUB",17 700 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F06%2F18%2F47%2F32%2Fb2f6ef93-0c31-4921-a212-da0a4b75afcd%2F3764_8cw0CKxuTO0TITWO8Cw7zQ.jpg
Bakı,,Land Rover,Discovery,2016,Offroader / SUV,Yaşıl,,3.0 L/340 a.g./Benzin,136 000 km,Avtomat,Tam,,,2,"Vuruğu yoxdur, rənglənməyib",Mikayıl,"BEZ KRASKA.
Soyuducu, Rul qızdırıcı, Mebel rul, 3 Lyuk, 7 Yerlik
FULL KOMPLEKTASIYA
Orijinal probeq.
Maşın tam ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir, Matorun sepi yeni deyişdirilib. İkinci avtomobil kimi istifade olunur ve daima qaraj şeraitində saxlanır. Təkərlər təzədir. Avtomobilin rəngi qeyri adidir, günəşdə və qaranlıq şəraitdə rəng dəyişir.
İstənilən yerdə yoxlada bilərsiniz.",32 900 USD,https://turbo.azstatic.com/uploads/full/2024%2F02%2F07%2F13%2F55%2F23%2Fd4285c56-a1f4-41e4-98db-b3cf6205cfc3%2F3679_wagsZ3iXXCSgKm5KDwpySQ.jpg
